Increased_Work_Hours,Work_From_Home,Hours_Worked_Per_Day,Meetings_Per_Day,Productivity_Change,Stress_Level,Health_Issue,Job_Security,Childcare_Responsibilities,Commuting_Changes,Technology_Adaptation,Salary_Changes,Team_Collaboration_Challenges,Affected_by_Covid,Sector_Education,Sector_Healthcare,Sector_IT,Sector_Retail
1,0.6931471805599453,-0.5476714794129536,0.770685322175748,0.6931471805599453,3,0,0,0,1,1,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
1,0.0,-0.4171124891086275,-0.12400644931787233,0.0,3,1,1,0,1,1,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
0,0.6931471805599453,0.25853525227280794,-1.0469892347506589,0.6931471805599453,3,1,1,0,1,1,0.0,1,1,0.0,0.0,0.6931471805599453,0.0
1,0.6931471805599453,0.6374204974989885,1.6487602911065469,0.0,3,0,0,0,1,0,0.0,0,1,0.6931471805599453,0.0,0.0,0.0
0,0.6931471805599453,2.008152487888282,0.13636854782858893,0.6931471805599453,1,0,0,1,1,0,0.6931471805599453,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,-1.707083110483272,-0.7056542028386655,0.6931471805599453,1,0,0,0,0,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,0.8435138259531332,-1.3948958793587674,0.6931471805599453,1,1,1,1,0,1,0.6931471805599453,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.0,0.7584168058769601,-1.292730269209664,0.6931471805599453,1,0,0,0,0,0,0.0,0,1,0.0,0.0,0.6931471805599453,0.0
1,0.6931471805599453,-0.14462111307047829,-0.3632613066200317,0.6931471805599453,1,0,0,0,1,0,0.0,0,1,0.6931471805599453,0.0,0.0,0.0
0,0.6931471805599453,0.8038306032218523,1.9657996723576523,0.6931471805599453,1,1,0,1,1,0,0.6931471805599453,0,1,0.0,0.0,0.6931471805599453,0.0
1,0.6931471805599453,0.9546493894735866,-0.577870149762838,0.0,3,0,1,0,1,0,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,-1.4217537131935098,1.4816776144110622,0.0,2,0,0,1,1,0,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,1.7913250165383003,-0.11784487727484265,0.0,2,1,1,1,1,1,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,-1.6031457039383095,-1.1824105166930658,0.6931471805599453,3,1,0,0,0,0,0.6931471805599453,0,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,-1.1687003483107006,-0.46491501356355136,0.6931471805599453,1,0,1,0,0,0,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.6931471805599453,-0.27248106233237973,-1.2835957320921187,0.6931471805599453,2,1,1,0,0,0,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
0,0.6931471805599453,1.9710493236547526,-0.852839025021834,0.6931471805599453,1,0,0,1,1,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
0,0.6931471805599453,-0.32015709070662296,-0.8830206227025899,0.6931471805599453,1,0,0,1,0,0,0.6931471805599453,0,1,0.0,0.0,0.0,0.6931471805599453
0,0.6931471805599453,-0.0366566233870055,-1.9148189179815356,0.6931471805599453,3,0,1,1,1,1,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
0,0.6931471805599453,1.465384890260591,1.5479008764645126,0.0,3,0,1,1,1,0,0.0,0,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,-0.3120123942910953,0.2285494367358412,0.0,3,0,1,1,0,0,0.0,1,1,0.0,0.0,0.6931471805599453,0.0
0,0.0,-1.2129408713629701,-0.6808583736849018,0.0,3,0,1,0,0,1,0.6931471805599453,0,1,0.0,0.0,0.6931471805599453,0.0
1,0.6931471805599453,-0.43196610148830955,0.23943513928345972,0.6931471805599453,1,1,1,0,1,1,0.0,0,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,1.4025061420901805,-0.8320744033443103,0.0,3,0,0,1,1,1,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
0,0.0,0.06881255575417473,-2.35458239949029,0.6931471805599453,3,0,1,1,1,0,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,1.9769155930312035,2.342496389874829,0.0,3,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.6931471805599453
0,0.6931471805599453,0.7532102165062738,0.20684317820264875,0.0,2,0,0,1,0,0,0.0,0,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,-0.6654516412479997,-0.582280045670957,0.6931471805599453,2,0,0,0,1,1,0.0,0,1,0.0,0.6931471805599453,0.0,0.0
0,0.6931471805599453,0.048509834367710794,-1.945336322547949,0.0,2,0,1,0,1,1,0.0,1,1,0.0,0.0,0.6931471805599453,0.0
1,0.6931471805599453,-0.8792744358647782,-1.499635024165593,0.6931471805599453,2,0,1,0,1,0,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.6931471805599453,-0.6896893922509948,1.691509455439087,0.6931471805599453,2,0,0,1,0,0,0.0,0,1,0.0,0.0,0.0,0.6931471805599453
0,0.6931471805599453,-0.0005395115647632876,1.5368967934053606,0.6931471805599453,1,1,1,0,0,1,0.0,0,1,0.6931471805599453,0.0,0.0,0.0
0,0.6931471805599453,1.0411909605328622,0.7780664425657507,0.6931471805599453,2,1,1,1,0,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,0.8795725487637256,-1.1154452557560224,0.6931471805599453,2,0,0,0,1,0,0.0,0,1,0.0,0.0,0.6931471805599453,0.0
1,0.6931471805599453,-0.6432611975957857,1.5450407010385068,0.0,1,0,0,1,1,1,0.6931471805599453,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.6931471805599453,1.6064621786687108,0.47053806351492106,0.6931471805599453,2,0,0,0,0,0,0.6931471805599453,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.6931471805599453,1.1240806723735453,0.6784490539921809,0.0,3,0,0,0,0,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
0,0.6931471805599453,1.9266048446634665,0.4668776369046828,0.0,3,0,1,0,1,1,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.0,1.8768376878051207,-1.5126457024722468,0.0,2,1,0,1,1,0,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
0,0.6931471805599453,-1.521403163146815,-1.1996506977784511,0.6931471805599453,3,0,0,0,1,1,0.6931471805599453,1,1,0.0,0.6931471805599453,0.0,0.0
0,0.6931471805599453,-1.1425617741319978,-0.5024215397875731,0.6931471805599453,1,1,0,1,1,0,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,-1.0337553142783238,0.6670119831803425,0.6931471805599453,1,0,0,1,0,0,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.6931471805599453,-0.9723535589062726,-1.3843822632986504,0.0,1,0,0,0,0,1,0.6931471805599453,1,1,0.0,0.0,0.0,0.6931471805599453
0,0.6931471805599453,0.3279611032779811,-0.16302943535145525,0.0,2,1,0,0,1,1,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.0,-0.585419895486921,-0.16430958078790306,0.6931471805599453,2,0,1,0,1,1,0.0,1,1,0.0,0.0,0.6931471805599453,0.0
1,0.6931471805599453,2.122542899124489,0.818124629652777,0.6931471805599453,1,1,0,0,0,1,0.0,0,1,0.0,0.0,0.6931471805599453,0.0
1,0.6931471805599453,1.9502624047324846,0.6984627024144131,0.0,1,0,0,1,1,1,0.0,0,1,0.0,0.0,0.6931471805599453,0.0
1,0.6931471805599453,-0.010522661992899331,-1.0091787865726034,0.0,3,1,1,0,0,1,0.6931471805599453,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,2.002224322133135,1.4808985755576975,0.6931471805599453,2,0,1,0,1,1,0.6931471805599453,1,1,0.6931471805599453,0.0,0.0,0.0
0,0.6931471805599453,1.5228970183932162,-1.1642581839821244,0.0,3,0,1,0,0,1,0.6931471805599453,1,1,0.6931471805599453,0.0,0.0,0.0
0,0.6931471805599453,-0.4663072830678562,1.1216672571197615,0.6931471805599453,2,0,1,0,0,1,0.0,0,1,0.6931471805599453,0.0,0.0,0.0
1,0.0,-2.0652997123619574,-0.5428872330481631,0.6931471805599453,2,0,1,0,0,1,0.0,0,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,-0.22752352888055774,0.18082268886394498,0.0,3,0,1,0,0,1,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,-0.6652599834996716,0.24372194883863296,0.0,3,1,1,0,0,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,0.20797656915614396,0.21506018428497817,0.6931471805599453,2,0,1,0,0,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,0.08765284827222564,0.6982880389034051,0.0,1,0,1,1,0,1,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.6931471805599453,0.06076137604739597,0.4114276537798369,0.0,2,0,0,1,1,1,0.6931471805599453,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.6931471805599453,0.5333946935311433,0.8089113589270843,0.6931471805599453,2,1,0,1,1,1,0.6931471805599453,0,1,0.0,0.0,0.0,0.6931471805599453
0,0.6931471805599453,-1.247911499627137,0.48557569162067626,0.6931471805599453,2,1,1,1,0,1,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
0,0.0,0.4181525024046293,-1.266839896827388,0.6931471805599453,2,0,0,1,1,1,0.6931471805599453,1,1,0.0,0.6931471805599453,0.0,0.0
0,0.6931471805599453,-0.4549287937962882,0.28812496570453966,0.6931471805599453,1,0,1,0,0,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
0,0.6931471805599453,0.20128369213124594,-0.5567975077245119,0.6931471805599453,2,1,0,0,1,1,0.6931471805599453,1,1,0.0,0.0,0.6931471805599453,0.0
1,0.6931471805599453,0.9783861906585024,-1.109552205904261,0.0,2,0,0,0,0,1,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,-1.2600978628063115,-0.2790684329143992,0.6931471805599453,3,0,1,1,0,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,-0.292493726439831,0.20039299071242492,0.6931471805599453,3,0,0,1,1,0,0.6931471805599453,1,1,0.0,0.0,0.6931471805599453,0.0
0,0.6931471805599453,-0.12550648791224825,0.26772926948540804,0.0,2,0,1,0,0,1,0.0,0,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,-0.5315207853546461,1.084963706905939,0.0,2,0,0,0,0,1,0.6931471805599453,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,0.9193101410520544,1.3396401078672933,0.6931471805599453,1,0,1,0,0,1,0.0,1,1,0.0,0.0,0.6931471805599453,0.0
0,0.6931471805599453,-0.7429943060145371,0.35550414308948725,0.0,2,0,1,0,0,0,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
0,0.0,-0.5737206384528776,0.5387706097590748,0.6931471805599453,1,0,0,0,1,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
0,0.6931471805599453,-0.7322531327629519,0.11127952535621771,0.6931471805599453,3,0,0,0,1,0,0.6931471805599453,1,1,0.6931471805599453,0.0,0.0,0.0
0,0.0,1.1165292945636538,0.7922659935986732,0.6931471805599453,2,0,0,1,0,0,0.0,0,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,-0.5091290061718758,0.5082458127568584,0.6931471805599453,2,0,1,1,0,1,0.6931471805599453,1,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,0.4681022546068574,-0.04053967695057844,0.6931471805599453,2,0,0,0,1,0,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.0,2.023132566781882,2.1957155989640986,0.6931471805599453,1,0,0,0,0,1,0.0,1,1,0.0,0.0,0.6931471805599453,0.0
1,0.0,-0.08065511729979256,-0.5388722223377569,0.6931471805599453,2,0,1,1,1,1,0.0,1,1,0.0,0.0,0.6931471805599453,0.0
0,0.0,1.1370542177077243,1.48877425876042,0.6931471805599453,3,0,1,1,0,0,0.0,0,1,0.0,0.0,0.6931471805599453,0.0
0,0.6931471805599453,1.7108757627258782,-1.357890261223835,0.6931471805599453,2,0,1,1,1,1,0.6931471805599453,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.0,1.049980547242364,0.8392832882986138,0.0,2,1,1,0,1,1,0.0,0,1,0.0,0.0,0.0,0.6931471805599453
1,0.6931471805599453,-0.021130967315116968,1.470644179816609,0.6931471805599453,2,0,0,0,0,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.0,0.6548938537980487,-1.9182802225165423,0.0,2,1,0,1,0,1,0.0,0,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,-1.3247126132831077,0.1555101718522396,0.6931471805599453,2,0,1,1,0,0,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.6931471805599453,-0.8041986915516784,0.7397551813036372,0.0,1,0,0,0,0,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
0,0.6931471805599453,-0.624275376701545,0.2700487385627977,0.6931471805599453,2,0,0,1,1,1,0.0,0,1,0.0,0.6931471805599453,0.0,0.0
0,0.0,2.2949207798973346,0.3979445098754325,0.6931471805599453,3,1,0,0,1,1,0.0,0,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,-0.8375853381700528,0.1527459445151572,0.6931471805599453,3,0,0,0,1,1,0.0,0,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,-0.852864414207513,-1.0943348752002338,0.6931471805599453,1,0,1,0,1,1,0.0,0,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,-1.0749309735234072,2.342496389874829,0.6931471805599453,1,0,0,0,1,0,0.0,1,1,0.0,0.0,0.6931471805599453,0.0
0,0.6931471805599453,0.5704601454019066,-0.49565106089545163,0.0,3,0,1,0,0,0,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,0.1424328872244142,0.4547058151213948,0.0,2,0,1,0,1,0,0.0,0,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,1.1110952805819845,-0.6408872712719195,0.0,3,0,1,1,1,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
0,0.6931471805599453,0.6848030074528528,-2.2919005795418856,0.0,2,0,0,1,0,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,-1.4201399164676682,-0.9223087114175702,0.6931471805599453,2,1,0,0,0,1,0.0,1,1,0.0,0.0,0.6931471805599453,0.0
1,0.6931471805599453,-0.8321407465487003,-1.45246364718293,0.0,2,0,1,1,1,1,0.6931471805599453,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.0,1.3969011480805797,1.1209862845913974,0.6931471805599453,1,0,1,0,1,0,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.0,-0.2124723186219906,-0.6003760424233011,0.6931471805599453,2,1,0,1,0,0,0.0,0,1,0.0,0.0,0.0,0.6931471805599453
1,0.0,1.2145473438215464,-0.5063469955838614,0.6931471805599453,1,0,0,0,1,0,0.0,0,1,0.0,0.0,0.6931471805599453,0.0
0,0.6931471805599453,-0.157462265246333,-1.0640139175424488,0.0,2,0,0,1,0,0,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,-0.9966853823571342,0.10998869841139661,0.0,3,0,0,0,0,0,0.0,1,1,0.0,0.0,0.6931471805599453,0.0
1,0.6931471805599453,-0.31503146694233175,-0.7114458784608566,0.0,2,0,1,0,1,1,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.0,-0.9970889676809164,1.0204342268578228,0.6931471805599453,1,0,0,0,1,0,0.6931471805599453,1,1,0.0,0.6931471805599453,0.0,0.0
0,0.6931471805599453,-0.5841367180222985,0.3208004175713985,0.0,3,0,0,0,1,1,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
1,0.6931471805599453,0.2022517072540663,-0.5648607854915298,0.6931471805599453,1,0,0,0,1,1,0.0,1,1,0.0,0.0,0.6931471805599453,0.0
1,0.6931471805599453,0.5210012628995576,0.8763940811901834,0.6931471805599453,2,1,1,0,0,0,0.0,1,1,0.0,0.0,0.6931471805599453,0.0
0,0.6931471805599453,-1.635391171954955,0.022731648766365218,0.0,3,1,1,0,1,1,0.0,0,1,0.0,0.6931471805599453,0.0,0.0
0,0.6931471805599453,-0.021712379160334156,0.03647102577168232,0.0,2,1,0,0,0,0,0.6931471805599453,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,-0.60574682054108,-1.4676947208400215,0.6931471805599453,3,1,0,0,1,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,-0.6691511795432054,-0.05736176880063678,0.0,2,1,1,0,0,1,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
0,0.6931471805599453,0.1322379972052925,0.3405690313575792,0.6931471805599453,2,0,0,1,1,0,0.0,0,1,0.0,0.0,0.0,0.6931471805599453
0,0.6931471805599453,-0.5686435693395459,1.3662522574942084,0.6931471805599453,3,0,1,0,0,0,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.6931471805599453,1.4141470297016747,-0.7473593220504784,0.0,2,0,1,0,1,1,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
0,0.6931471805599453,1.2150296122330426,2.3235442005474947,0.6931471805599453,2,0,0,0,0,0,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
0,0.6931471805599453,1.2086341071089086,0.5790692864101337,0.0,2,0,0,0,0,1,0.0,0,1,0.0,0.0,0.6931471805599453,0.0
1,0.0,-0.5116591479395738,-1.5252381117913143,0.0,2,0,0,0,0,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,-0.9913938159374238,-0.8419233009512874,0.6931471805599453,2,1,1,0,0,1,0.0,0,1,0.0,0.0,0.0,0.6931471805599453
0,0.6931471805599453,0.08026750708173601,1.4548648276010754,0.0,1,0,1,0,0,0,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.6931471805599453,-0.15814702039991094,1.2746951317237938,0.0,2,0,1,1,0,0,0.0,1,1,0.0,0.0,0.6931471805599453,0.0
1,0.6931471805599453,-0.628531104963625,0.033021659641121213,0.6931471805599453,2,0,0,0,0,1,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
0,0.6931471805599453,-1.2101684113424533,0.16662534449665095,0.0,1,0,0,0,0,0,0.6931471805599453,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,-0.046489657540641174,-1.165647128263858,0.0,1,0,1,1,1,1,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
0,0.6931471805599453,-0.41845873398049566,1.3539645154742015,0.6931471805599453,2,1,0,1,1,0,0.6931471805599453,0,1,0.0,0.0,0.0,0.6931471805599453
1,0.6931471805599453,0.702334237990834,-0.9864167778021161,0.0,2,1,1,1,0,1,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
0,0.6931471805599453,0.6784895473149979,0.8708280060940374,0.6931471805599453,1,0,1,0,0,0,0.0,0,1,0.0,0.0,0.0,0.6931471805599453
1,0.6931471805599453,1.1255008319171678,1.3849772009047996,0.0,2,1,1,1,1,1,0.0,1,1,0.0,0.0,0.0,0.6931471805599453
0,0.6931471805599453,-1.295900090187089,0.06348953296528614,0.6931471805599453,2,0,0,0,0,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.0,0.40758292974722266,0.9953568570177331,0.0,3,0,1,1,0,1,0.0,0,1,0.0,0.0,0.0,0.6931471805599453
1,0.6931471805599453,-0.7502554938084016,1.8872644891669048,0.6931471805599453,2,0,1,0,0,1,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
0,0.6931471805599453,-1.256008771886878,0.2862699839120039,0.0,3,1,1,0,0,0,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
0,0.6931471805599453,-0.4436287815144837,-0.16298423481465518,0.6931471805599453,2,0,0,0,0,1,0.0,0,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,1.0925723151490163,-0.053071349605903914,0.6931471805599453,1,0,0,0,1,1,0.0,1,1,0.0,0.6931471805599453,0.0,0.0
1,0.6931471805599453,-0.38588287447308384,-0.7383333785562088,0.0,2,0,1,1,0,1,0.0,1,1,0.0,0.0,0.6931471805599453,0.0
0,0.0,1.6022255073643863,-0.7612342850888253,0.0,2,0,0,0,0,0,0.6931471805599453,1,1,0.0,0.0,0.0,0.6931471805599453
1,0.6931471805599453,0.5592428982437002,0.463062644521241,0.0,2,0,1,0,1,1,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
0,0.6931471805599453,-0.4082205501017574,-0.15147900270029002,0.6931471805599453,2,1,0,0,1,1,0.0,1,1,0.6931471805599453,0.0,0.0,0.0
1,0.0,1.186288490811076,0.3466748926693503,0.6931471805599453,2,0,1,0,0,0,0.0,0,1,0.6931471805599453,0.0,0.0,0.0
0,0.0,0.45307312500592434,-1.4953644998945435,0.6931471805599453,2,1,0,0,1,0,0.6931471805599453,0,1,0.6931471805599453,0.0,0.0,0.0
